epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,17.1996,0.96131,5.01991,1.19702,0,0,0,0,0.55715,5.09443,1.00246,3.08e-06,3.08e-06,3.08e-06
2,31.1719,1.01619,5.09695,1.18083,0,0,0,0,0.54269,5.0949,1.00154,7.54754e-06,7.54754e-06,7.54754e-06
3,44.4811,0.92624,5.06137,1.18451,0,0,0,0,0.55283,5.07161,0.99142,1.18321e-05,1.18321e-05,1.18321e-05
